flightid,callsign,receivetime,packettime,altitude,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,latitude,longitude,distance_from_launch,temperature_k,pressure_pa,airdensity_slugs,airdensity_kgm3,velocity_x,velocity_y,velocity_z,airflow,acceleration,velocity_mean,acceleration_mean,velocity_std,acceleration_std,velocity_norm,acceleration_norm,velocity_curvefit,reynolds_transition
EOSS-298,KC0D-14,2020-03-15 08:50:02.233,2020-03-15 08:50:00,5198.0,516.0,0.0,ascending,/145000h4028.42N/10457.76WO161/002/A=005198 In Memory K0YUK(SK) EOSS Original Balloonmeister,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/145000h4028.42N/10457.76WO161/002/A=005198 In Memory K0YUK(SK) EOSS Original Balloonmeister",161.0,2.0,40.4736666667,-104.9626666667,0.0,,,,,0.0,0.0,8.6,high Re,,8.6,,,,,,8.835686,
EOSS-298,AE0SS-12,2020-03-15 08:50:02.202,2020-03-15 08:50:00,5033.0,170.0,0.0,ascending,/145000h4028.41N/10457.77WO076/003EOSS Balloon www.eoss.org/A=005033!W00!,"AE0SS-12>APTT4,EOSS,qAO,N2XGL-12:/145000h4028.41N/10457.77WO076/003EOSS Balloon www.eoss.org/A=005033!W00!",76.0,3.0,40.4735,-104.9628333333,0.01,,,,,-1.11e-06,-2.78e-06,2.83333333,high Re,-0.192222,5.716667,-0.192222,4.077649,,-0.707107,,6.773944,
EOSS-298,KC0D-14,2020-03-15 08:50:32.397,2020-03-15 08:50:30,5722.0,1048.0,30.0,ascending,/145030h4028.41N/10457.77WO279/003/A=005722 In Memory K0YUK(SK) EOSS Original Balloonmeister,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/145030h4028.41N/10457.77WO279/003/A=005722 In Memory K0YUK(SK) EOSS Original Balloonmeister",279.0,3.0,40.4735,-104.9628333333,0.01,,,,,-5.56e-06,-5.56e-06,17.46666667,high Re,0.487778,9.633333,0.147778,7.37119,0.480833,1.062696,0.707106,13.691987,
EOSS-298,AE0SS-12,2020-03-15 08:50:31.819,2020-03-15 08:50:30,5601.0,1136.0,30.0,ascending,/145030h4028.40N/10457.76WO300/004EOSS Balloon www.eoss.org/A=005601!W94!,"AE0SS-12>APTT4,EOSS,qAR,W0ARP:/145030h4028.40N/10457.76WO300/004EOSS Balloon www.eoss.org/A=005601!W94!",300.0,5.0,40.4734833333,-104.9627333333,0.01,,,,,3.33e-06,-5.6e-07,18.93333333,high Re,0.048889,11.958333,0.114815,7.60562,0.34476,0.917085,-0.191223,12.771354,
EOSS-298,KC0D-14,2020-03-15 08:51:02.470,2020-03-15 08:51:00,6129.0,814.0,60.0,ascending,/145100h4028.44N/10457.77WO024/008/A=006129 In Memory K0YUK(SK) EOSS Original Balloonmeister,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/145100h4028.44N/10457.77WO024/008/A=006129 In Memory K0YUK(SK) EOSS Original Balloonmeister",24.0,9.0,40.474,-104.9628333333,0.02,,,,,0.0,1.667e-05,13.56666667,high Re,-0.178889,12.28,0.041389,6.625817,0.317498,0.19419,-0.693793,16.077327,
EOSS-298,AE0SS-12,2020-03-15 08:51:01.787,2020-03-15 08:51:00,6034.0,866.0,60.0,ascending,/145100h4028.44N/10457.76WO018/009EOSS Balloon www.eoss.org/A=006034!W05!,"AE0SS-12>APTT4,EOSS,qAO,KB0TVJ-1:/145100h4028.44N/10457.76WO018/009EOSS Balloon www.eoss.org/A=006034!W05!",18.0,10.0,40.474,-104.96275,0.02,,,,,-5.6e-07,1.722e-05,14.43333333,high Re,0.028889,12.638889,0.038889,5.991157,0.275019,0.299515,-0.036361,15.60873,
EOSS-298,AE0SS-12,2020-03-15 08:51:31.756,2020-03-15 08:51:30,6540.0,1012.0,90.0,ascending,/145130h4028.49N/10457.77WO038/005EOSS Balloon www.eoss.org/A=006540!W77!,"AE0SS-12>APTT4,EOSS,qAO,KB0TVJ-1:/145130h4028.49N/10457.77WO038/005EOSS Balloon www.eoss.org/A=006540!W77!",38.0,6.0,40.47495,-104.96295,0.09,,,,,-6.67e-06,3.167e-05,16.86666667,high Re,0.081111,13.242857,0.045926,5.697814,0.246587,0.636,0.142688,17.601746,
EOSS-298,KC0D-14,2020-03-15 08:52:02.423,2020-03-15 08:52:00,7139.0,1010.0,120.0,ascending,/145200h4028.54N/10457.78WO349/002/A=007139 In Memory K0YUK(SK) EOSS Original Balloonmeister,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/145200h4028.54N/10457.78WO349/002/A=007139 In Memory K0YUK(SK) EOSS Original Balloonmeister",349.0,2.0,40.4756666667,-104.963,0.14,,,,,-2.78e-06,2.778e-05,16.83333333,high Re,-0.000556,13.691667,0.039286,5.42574,0.225787,0.57903,-0.176458,18.733046,
EOSS-298,KC0D-14,2020-03-15 08:52:32.394,2020-03-15 08:52:30,7740.0,1202.0,150.0,ascending,/145230h4028.61N/10457.79WO354/011/A=007740 In Memory K0YUK(SK) EOSS Original Balloonmeister,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/145230h4028.61N/10457.79WO354/011/A=007740 In Memory K0YUK(SK) EOSS Original Balloonmeister",354.0,13.0,40.4768333333,-104.9631666667,0.22,,,,,-5.56e-06,3.889e-05,20.03333333,high Re,0.106667,14.396296,0.047708,5.49794,0.210391,1.0253,0.280235,19.070676,
EOSS-298,AE0SS-12,2020-03-15 08:52:31.776,2020-03-15 08:52:30,7655.0,1115.0,150.0,ascending,/145230h4028.60N/10457.79WO351/013EOSS Balloon www.eoss.org/A=007655!W81!,"AE0SS-12>APTT4,EOSS,qAR,W0ARP:/145230h4028.60N/10457.79WO351/013EOSS Balloon www.eoss.org/A=007655!W81!",351.0,15.0,40.4768,-104.9631833333,0.22,,,,,-3.89e-06,3.083e-05,18.58333333,high Re,-0.024167,14.815,0.039722,5.349942,0.198256,0.704369,-0.322255,19.054976,
EOSS-298,AE0SS-12,2020-03-15 08:53:01.696,2020-03-15 08:53:00,8236.0,1162.0,180.0,ascending,/145300h4028.67N/10457.81WO077/002EOSS Balloon www.eoss.org/A=008236!W41!,"AE0SS-12>APTT4,EOSS,qAO,KB0TVJ-1:/145300h4028.67N/10457.81WO077/002EOSS Balloon www.eoss.org/A=008236!W41!",77.0,2.0,40.4779,-104.9635166667,0.3,,,,,-1.111e-05,3.667e-05,19.36666667,high Re,0.026111,15.228788,0.038361,5.257672,0.186967,0.787017,-0.06552,19.03043,
